SORTED	LEFT	MATCH	RIGHT	ID
king 's cross on no less than 14 occasions.	... -a fire or smoke alert on the Underground- caused the	closure of	King 's Cross on no less than 14 occasions.	AAV.s1088
kirkcaldy maltings in 1992.	... 1989, louder in 1990, and in our case, resulted in the	closure of	Kirkcaldy Maltings in 1992.	HRT.s112
kme might have revived doubts about the effectiveness...	... co-operative principles; and next that the recent	closure of	KME might have revived doubts about the effectiveness...	EF4.s1039
kode computers administrative office in swindon and...	... subsidiary, helped by cost savings resulting from the	closure of	Kode Computers administrative office in Swindon and...	CNM.s237
kozloduy nuclear power plant, found to be " in a very...	... will hold the West to ransom over demands for the	closure of	Kozloduy nuclear power plant, found to be " in a very...	J2Y.s559
kurdish training base		Closure of	Kurdish training base	HLP.s2233
large branch plants typically employing semi-skilled...	... in the electrical engineering industry, involving	closure of	large branch plants typically employing semi-skilled...	G08.s1154
lead-zinc mines, posing a threat to jobs.	The dispute centred on proposals involving the	closure of	lead-zinc mines, posing a threat to jobs.	HLA.s1840
league soccer.	... spectators and players, and pointed to the eventual	closure of	League soccer.	B0L.s344
leuchars.	... criteria would not be significantly altered with the	closure of	Leuchars.	K5D.s9402
leyland daff in britain.	The receiver has said a strike will mean total	closure of	Leyland Daff in Britain.	K1E.s3890
local radio stations inspire emotional debate about...	Questions of TV and radio reception and the	closure of	local radio stations inspire emotional debate about...	HD3.s122
long stay beds a less enticing option.	Cynical health authorities would find the	closure of	long stay beds a less enticing option.	FT5.s1111
long stay beds, although the range of facilities has...	... failed to keep pace with discharge of patients and the	closure of	long stay beds, although the range of facilities has...	FT3.s1414
long stay hospitals is much more disquieting than the...	... on the fate of short stay patients following the	closure of	long stay hospitals is much more disquieting than the...	CS7.s860
long-stay hospitals.	... mental health care much of the focus has been upon the	closure of	long-stay hospitals.	GWJ.s11
long-stay wards and hospitals.	... patients into the community: this would allow the	closure of	long-stay wards and hospitals.	G20.s1196
loraine crescent do so because it stops them taking a...	... says residents of Hammond Drive who object to the	closure of	Loraine Crescent do so because it stops them taking a...	K4W.s3108
loraine crescent/hammond drive, lakeside and coleridge...	Regarding the objection to the	closure of	Loraine Crescent/Hammond Drive, Lakeside and Coleridge...	K52.s5782
magistrates courthouses or the amalgamation of petty...	Proposals for the	closure of	magistrates courthouses or the amalgamation of petty...	HHV.s867
magistrates courts would mean there is no longer going...	Mr. Newman said that he felt that the threatened	closure of	magistrates courts would mean there is no longer going...	B03.s1951
major manufacturing plants created large and...	... by mineral-processing industries, and elsewhere the	closure of	major manufacturing plants created large and...	G05.s1655
many local courts and everything being centralised...	... in my view to financial pressures, of seeing the	closure of	many local courts and everything being centralised...	B03.s1952
many local service outlets.	... of schools, health and social services has led to a	closure of	many local service outlets.	FB2.s167
many long-stay institutions and which has resulted in...	... Care in the Community programme, which has seen the	closure of	many long-stay institutions and which has resulted in...	FPJ.s172
many of our lines recommended.	... the remainder of the report was equally bad, with the	closure of	many of our lines recommended.	HHJ.s104
many of the, the, the country 's finest teaching...	Over recent months the Tomlinson Report recommended the	closure of	many of the, the, the country 's finest teaching...	H4A.s182
many of these smaller churches: st. mary 's bynwerk,...	... with the ruthless sack of the town in 1461 forced the	closure of	many of these smaller churches: St. Mary 's Bynwerk,...	CBB.s807
many older works such as consett ( co.	... works such as Redcar ( Cleveland ) were accompanied by	closure of	many older works such as Consett ( Co.	G08.s1261
many places of worship.	... in recent years has been characterised by the	closure of	many places of worship.	HJ0.s643
markets and not least changes of fashion, no less...	... of new sources, advances in technique, the opening and	closure of	markets and not least changes of fashion, no less...	FBA.s931
marton depot, where they were based.	... racks were broken up, following the requisition and	closure of	Marton Depot, where they were based.	B09.s776
marton depot.	... 1956, it was reopened to trams in 1963, following the	closure of	Marton Depot.	B09.s1254
may coal mines, now under review.	... dismay at the Government 's original proposals for the	closure of	may coal mines, now under review.	C8G.s433
maybe ten manufacturing plants.	... out as many as 15,000 people worldwide along with the	closure of	maybe ten manufacturing plants.	CTP.s251
meeting		CLOSURE OF	MEETING	HU1.s383
mental hospitals does not exist, another one actually...	... while the bogus community invented to accommodate the	closure of	mental hospitals does not exist, another one actually...	HH3.s8435
mexico city oil refinery		Closure of	Mexico City oil refinery	HL5.s848
migrant worker hostels; and ( v ) an international...	... township violence;( iv ) the surveillance and eventual	closure of	migrant worker hostels; and ( v ) an international...	HLL.s301
military bases?	... nationalist Scotland, enormous loss of jobs and the	closure of	military bases?	HHV.s23455
mines, and has successfully assisted 76,000 people in...	... economic regeneration in areas affected by the	closure of	mines, and has successfully assisted 76,000 people in...	AM8.s542
mines.	... How Nottinghamshire responded to the prospect of the	closure of	mines.	FXT.s208
mobility chances the more this facilitates the...	... of " structuration ": " The greater the degree of "	closure " of	mobility chances the more this facilitates the...	EDH.s1339
more than 160 outlets and the loss of more than £3...	... Council, Norfolk, if successful, would mean the	closure of	more than 160 outlets and the loss of more than £3...	AKR.s167
more than two thirds of our collieries.	... from 223,000 jobs to 74,000 jobs and for the	closure of	more than two thirds of our collieries.	HHW.s9567
most of british rail 's workshops.	... cuts were made through the reduction, privatization or	closure of	most of British Rail 's workshops.	G08.s1267
most of the galleria borghese in rome has allowed the...	The temporary but lengthy	closure of	most of the Galleria Borghese in Rome has allowed the...	CKY.s1525
most of the manufacturing operation will go ahead as...		Closure of	most of the manufacturing operation will go ahead as...	K5M.s10036
mucklets road		CLOSURE OF	MUCKLETS ROAD	GXJ.s1280
mucklets road takes place with provision of a new...	It is proposed therefore that	closure of	Mucklets Road takes place with provision of a new...	GXJ.s1282
mucklets road.	... be funded from savings in costs resulting from the	closure of	Mucklets Road.	GXJ.s1283
n a s, n e s l. you may have seen the t v programme on...	This led to the	closure of	N A S, N E S L. You may have seen the T V programme on...	HLX.s87
nanterre.	... summoned police to a student protest against the	closure of	Nanterre.	K8U.s1566
nearby point of ayr colliery.	... decision would be affected by anger over the planned	closure of	nearby Point of Ayr colliery.	K97.s1891
new zealand 's ports to ships which had not been...	... in particular, had an interest in protesting the	closure of	New Zealand 's ports to ships which had not been...	EF3.s838
nlcs ( awa is only one closed ); props/costumes return...	... for 26/7 and the following points apply to your area:	closure of	NLCs ( AWA is only one closed ); props/costumes return...	AP1.s1796
no fewer than three plants under labour in scotland...	... led to huge overcapacity, massive losses and the	closure of	no fewer than three plants under Labour in Scotland...	HHV.s8571
noted and less established galleries.	... attracting very little interest, and for the	closure of	noted and less established galleries.	EBV.s2651
nuclear bases, the decommissioning of polaris and the...	The	closure of	nuclear bases, the decommissioning of Polaris and the...	HHX.s13915
nuclear power stations, not coal mines, implying an...	... however, argues that the priority must be the	closure of	nuclear power stations, not coal mines, implying an...	J3E.s269
nuclear reactors		Closure of	nuclear reactors	HL9.s1824
nuclear reactors		Closure of	nuclear reactors	HLB.s1935
nzi bank, no separate result is reported in respect of...	( 2 ) Following the previously reported	closure of	NZI Bank, no separate result is reported in respect of...	HB4.s975
old ones [ knight, 1974 ].	... they have involved the location of new plants and/or	closure of	old ones [ Knight, 1974 ].	CN9.s487
old people 's homes in county durham looks to have...	A CHURCH minister 's plea to John Major over the	closure of	old people 's homes in County Durham looks to have...	K50.s47
old persons ' homes, and you know that you are under a...	... recently in the courts, there was consideration of the	closure of	old persons ' homes, and you know that you are under a...	J3P.s588
older hospitals in areas of declining population, the...	... with the rationalization of facilities and the	closure of	older hospitals in areas of declining population, the...	G08.s1278
older plants in inner-city areas, with large losses of...	... a " global strategy ", and this has often involved the	closure of	older plants in inner-city areas, with large losses of...	F9S.s1945
one of johnson brothers ' three factories, hanley...	Finally, sad news of the impending	closure of	one of Johnson Brothers ' three factories, Hanley...	HBC.s315
one of tanzania 's few private political newspapers —...	This Bill was gazetted only two months after the	closure of	one of Tanzania 's few private political newspapers —...	CDU.s1284
one of the country 's leading leather manufacturers.	... and ninety people are to lose their jobs with the	closure of	one of the country 's leading leather manufacturers.	K26.s826
one residential home for the elderly, in the east of...	... that, er, there 's the proposal at twenty two, for a	closure of	one residential home for the elderly, in the east of...	J3P.s499
opposition radio stations.	... imposed strict censorship of the media, including the	closure of	opposition radio stations.	HKP.s723
our cork plant is in no way a reflection on our...	... protests as mere " inconveniences " and insisted " The	closure of	our Cork plant is in no way a reflection on our...	CDD.s1234
our oldest part of that.	... of orthopaedic provision being provided and erm th the	closure of	our oldest part of that.	H4A.s530
our scottish and billingham offices, and the reduction...	... our greatest problems during the year, leading to the	closure of	our Scottish and Billingham offices, and the reduction...	HP4.s389
our shop in oxford street cost us around £8,000, for...	The	closure of	our shop in Oxford Street cost us around £8,000, for...	E9Y.s28
outdoor education units confirmed the faskally outdoor...		Closure of	outdoor education units confirmed The Faskally outdoor...	K5M.s2597
owlerton stadium, they stated, supporters would " have...	As a result of the	closure of	Owlerton Stadium, they stated, supporters would " have...	A8C.s553
palmer 's shipyard and the march of 1936 evoked this...	... Wilkinson, 1939 ); its industrial history, the recent	closure of	Palmer 's shipyard and the march of 1936 evoked this...	G05.s548
panguna mine	Formal	closure of	Panguna mine	HKP.s1064
paper records, and some are actively interested in the...	Historians are used to asking questions about the	closure of	paper records, and some are actively interested in the...	J0V.s898
parkside colliery	... protesters maintain their defiant protest against the	closure of	Parkside Colliery	K3K.s26
parkside colliery.	... High Court judgment, they will be proceeding with the	closure of	Parkside Colliery.	K3C.s353
parkside.	... not help us deal with the huge problems caused by the	closure of	Parkside.	K3C.s360
parkside.	Importation of subsidised coal has been blamed for the	closure of	Parkside.	K97.s17295
parkside.	Imports of subsidised coal have been blamed for the	closure of	Parkside.	K97.s41
part of castlegate in the beesmarket hill area of the...	Er work continuing in Newark town centre with the	closure of	part of Castlegate in the Beesmarket Hill area of the...	KGH.s25
part of in the	Major work continues in Newark town centre with the	closure of	part of in the	KGH.s1520
part of in the beesmarket hill area of the town.	Major work continues in Newark town centre with the	closure of	part of in the Beesmarket Hill area of the town.	KGH.s1508
particular schools.	... of way of life when decisions are made about the	closure of	particular schools.	BMP.s378
particular titles — the news chronicle, daily herald...	It forced the	closure of	particular titles — the News Chronicle, Daily Herald...	CRY.s1638
parts of it.	... on the community and the effects of the gradual	closure of	parts of it.	K1J.s194
peppard helped swell the membership, especially of the...	In this year the course was back to full length and the	closure of	Peppard helped swell the membership, especially of the...	AMY.s968
pipelines bringing turkmen gas to armenia via...	... dispute over Nagorny-Karabakh — which had forced the	closure of	pipelines bringing Turkmen gas to Armenia via...	HLT.s1304
pits as a political football " and added: " it is a...	He accused the Labour Party of " using the	closure of	pits as a political football " and added: " It is a...	K97.s1157
pits brings no joy to any party.	However, the	closure of	pits brings no joy to any party.	G3H.s51
plants, especially in the central urban areas, while...	There has been a contraction and	closure of	plants, especially in the central urban areas, while...	F9S.s1941
point of ayr and a direction has been given by the...	... on October 23: " A moratorium has been placed on the	closure of	Point of Ayr and a direction has been given by the...	K97.s3081
point of ayr colliery a short distance from the connah...	... be affected by the furore surrounding the planned	closure of	Point of Ayr colliery a short distance from the Connah...	K97.s1620
port-based, imported cane sugar processing plants in...	... shifts in manufacturing in recent years has been the	closure of	port-based, imported cane sugar processing plants in...	FB2.s37
portland naval base in dorset today with the loss of...	THE Government is expected to announce the	closure of	Portland naval base in Dorset today with the loss of...	CEN.s5242
practically the whole line in december 1960.	... of the Western Region of British Railways until the	closure of	practically the whole line in December 1960.	HHG.s125
prague headquarters	WFTU congress — Imminent	closure of	Prague headquarters	HL1.s1928
preexisting companies.	... thus had some success in preventing the relocation or	closure of	preexisting companies.	B1U.s1157
premises at ravenscar nine miles from the town.	... there is a growing need for a sanctuary following the	closure of	premises at Ravenscar nine miles from the town.	K52.s2289
premises involved in the animal by-product industry.	... Health Act 1936 which has resulted in the eventual	closure of	premises involved in the animal by-product industry.	B2D.s438
prestwick.	... airport or return to London if the weather caused the	closure of	Prestwick.	BM6.s513
primary schools.	... the effects on way of life resulting from the	closure of	primary schools.	BMP.s907
processing plants, angering uranium miners, who had...	... the discontinuation of all uranium extraction and the	closure of	processing plants, angering uranium miners, who had...	HLN.s1544
psychiatric hospitals could lead to unplanned...	... which responds to fears that the large-scale	closure of	psychiatric hospitals could lead to unplanned...	GWJ.s760
psychiatric hospitals, but many former patients are...	... for dealing with the mentally ill, following the	closure of	psychiatric hospitals, but many former patients are...	K1B.s1467
public lavatories on the seafront and hopes to...	... about possible health risks associated with the	closure of	public lavatories on the seafront and hopes to...	K4W.s8920
public toilets, when saltburn was the worst hit which...	... after a £3m pruning, with the final blow being the	closure of	public toilets, when Saltburn was the worst hit which...	K4W.s6887
pubs, which was a common feature of the industry...	... grateful that the hon. Gentleman pointed out that the	closure of	pubs, which was a common feature of the industry...	HHW.s9893
pubs.	... short-sighted will lead to bankruptcies and wholesale	closure of	pubs.	A14.s230
punch, of which we have heard so much."	... plan should be so eerily coincidental with the	closure of	Punch, of which we have heard so much."	BNS.s78
raf biggin hill with a commemorative beaker in fine...	Pilot 's Pals have also marked the	closure of	RAF Biggin Hill with a commemorative beaker in fine...	CGL.s398
railway lines and stations was that the 1950s...	The major reason given for the	closure of	railway lines and stations was that the 1950s...	FB2.s1275
ravenscraig — have reduced manning levels to about...	... cuts in the last six months — primarily from the	closure of	Ravenscraig — have reduced manning levels to about...	CEL.s700
ravenscraig.	... he intends to take in connection with the announced	closure of	Ravenscraig.	HHV.s15075
redheugh is that " it is in the wrong area with very...	The main reason for the	closure of	Redheugh is that " it is in the wrong area with very...	K5M.s6042
reed 's computer and electronics division at richmond,...	The cancellation coincides with the	closure of	Reed 's computer and electronics division at Richmond,...	CSW.s137
regional council workplaces during the 1990/91 festive...	... on 11 September 1990, decided not to agree to a	closure of	Regional Council workplaces during the 1990/91 festive...	HD2.s2156
renault works at billancourt		Closure of	Renault works at Billancourt	HLH.s1346
research vessel support services at barry, the...	When the Minister considers the proposed	closure of	research vessel support services at Barry, the...	G3H.s140
routes.	... should force rail fares higher and speed the	closure of	routes.	CEL.s465
rover 's cowley works is now underway.	The Independent Enquiry into the proposed	closure of	Rover 's Cowley works is now underway.	KRT.s1156
run-down bradford mills and ancient birmingham...	... Pakistanis and Bangladeshis have been hit by the	closure of	run-down Bradford mills and ancient Birmingham...	ABH.s1749
rural health facilities has meant that those in...	... nowhere is this more so than in health care, where the	closure of	rural health facilities has meant that those in...	FR2.s382
rural lines, may of which were in wales.	Again the countryside suffered with the	closure of	rural lines, may of which were in Wales.	HHH.s105
rural schools will accelerate depopulation.	" It is sometimes suggested that the	closure of	rural schools will accelerate depopulation.	ALE.s177
saltley.	... calling for reinforcements to turn up and emulate the	closure of	Saltley.	G1H.s174
schools and other disruptions threw the milk...	During the first year of the war, evacuation, the	closure of	schools and other disruptions threw the milk...	HP2.s254
schools which are ceasing to meet the needs of the...	... evident that effective re-organisation will demand the	closure of	schools which are ceasing to meet the needs of the...	ALE.s181
schools, bus services, etc.	... that their raison d'être is being removed with the	closure of	schools, bus services, etc.	BMP.s926
scores of independent brewers.	... owned most of the pubs as a result of the takeover and	closure of	scores of independent brewers.	A13.s23
security gates, but a senior officer said this had to...	Some traders voice concern about such on-and-off	closure of	security gates, but a senior officer said this had to...	HJ4.s9705
seven factories, a tightening of the time it takes to...	... is a flatter seven-layer management structure, the	closure of	seven factories, a tightening of the time it takes to...	AKD.s916
seven groups and the fact that the number of new...	But Mr Bull said the good news must be set against the	closure of	seven groups and the fact that the number of new...	CFH.s314
several european bases and the possible halving of the...	... by March 1990, the plans under discussion included the	closure of	several European bases and the possible halving of the...	HKT.s2523
several malt distilleries, such as glenury-royal,...	Despite the	closure of	several malt distilleries, such as Glenury-Royal,...	K5H.s3063
several of our local hospitals including " the...	... " improving " our health service, which include the	closure of	several of our local hospitals including " The...	ANM.s47
several old established us firms in scotland to seek...	For example, Hood and Young ( 1982 ) document the	closure of	several old established US firms in Scotland to seek...	HTV.s926
several plants and the unemployment of several...	... off Newfoundland and Nova Scotia, which had caused the	closure of	several plants and the unemployment of several...	HL7.s2584
shildon wagon works.	... for 20 years, when he successfully fought against the	closure of	Shildon wagon works.	K55.s9259
shops and a warehouse cut american losses from £1.2m...	Restructuring involving the	closure of	shops and a warehouse cut American losses from £1.2m...	AKU.s161
shotton works, with 8,200 jobs in 1981, was the...	The	closure of	Shotton Works, with 8,200 jobs in 1981, was the...	G08.s1263
sierra leone railway and returned back to england...	... it was rescued from the scrap merchants torch on the	closure of	Sierra Leone Railway and returned back to England...	CKG.s378
single-sex migrant workers ' hostels; and ( vii ) an...	... in the killing of black demonstrators;( vi ) the	closure of	single-sex migrant workers ' hostels; and ( vii ) an...	HL6.s277
small businesses concerned with bringing good natural...	... to food scares, and it will inevitably mean the	closure of	small businesses concerned with bringing good natural...	H06.s307
small currys outlets and the shift to larger...	Kingfisher says it would speed up the	closure of	small Currys outlets and the shift to larger...	A8U.s210
small high street outlets in favour of a move to...	... when times were good — can engineer the necessary	closure of	small high street outlets in favour of a move to...	A9D.s707
small pharmacists in rural communities within the...	... would be disadvantaged if these proposals led to the	closure of	small pharmacists in rural communities within the...	K4H.s49
small rural primary schools, was conducted by archbold...	Another study of parent 's attitudes, this time to the	closure of	small rural primary schools, was conducted by Archbold...	ALE.s170
small town petrol ( " gas " ) stations in the us,...	... to protect ground water is leading to widespread	closure of	small town petrol ( " gas " ) stations in the US,...	J2W.s616
some c a bs due to government and local government...	... are having their links with hope destroyed with the	closure of	some C A Bs due to government and local government...	KM1.s215
some departments which fail to attract sufficient...	... to criticism in the other direction, and could force	closure of	some departments which fail to attract sufficient...	HPN.s112
some labour intensive plants which could not be...	Environmental improvement would mean the	closure of	some labour intensive plants which could not be...	J2R.s797
some long stay hospitals.	... in a few years time if we are going to have complete	closure of	some long stay hospitalS.	FTY.s1296
some manufacturing facilities could not stop ti...	A " dramatic retrenchment " and the	closure of	some manufacturing facilities could not stop TI...	CBU.s784
some of britain 's nuclear facilities means the...	The	closure of	some of Britain 's nuclear facilities means the...	K1E.s3192
some of our special needs groups.	... the membership at the present time MAINLY due to the	closure of	some of our SPECIAL NEEDS groups.	KAJ.s1452
some of the oldest plants on merseyside and teeside...		Closure of	some of the oldest plants on Merseyside and Teeside...	J2R.s799
some older factories.	... and in November both Chrysler and GM announced the	closure of	some older factories.	HKT.s2589
some other magistrate 's courts erm, anybody else on...	... we could tell from our efforts to appeal against the	closure of	some other magistrate 's courts erm, anybody else on...	JJG.s213
some public-sector operations.	... 1991 [ see p. 38682 ], to protest against the proposed	closure of	some public-sector operations.	HLL.s1317
some routes to private motor traffic, on the principle...	... creation of " car-free zones ", including the possible	closure of	some routes to private motor traffic, on the principle...	J2U.s73
some telecommunications operations on losses at the uk...	... Ltd blames a 5% fall in profits before charges for	closure of	some telecommunications operations on losses at the UK...	CNT.s280
soviet reactors	Call for	closure of	Soviet reactors	J35.s459
special children 's units.	... is evidence the increase in numbers is due to the	closure of	special children 's units.	CR4.s54
specialist resources such as peper harrow.	... in a pit of despair compounded by underfunding and the	closure of	specialist resources such as Peper Harrow.	FT6.s473
st bartholomew 's hospital.	... has at last written an article attacking the proposed	closure of	St Bartholomew 's Hospital.	CEK.s1326
st mary 's hospital, colchester, when the outpatient...	June 6 is the date set for the final	closure of	St Mary 's hospital, Colchester, when the outpatient...	E9T.s616
state homes.	... the Department of Health and Social Services over the	closure of	State Homes.	K2W.s1611
state offices.	... thereby threatening to precipitate a widespread	closure of	state offices.	HLP.s545
static structures; reading a text in barthesian terms...	... which is faithful to the writerly will avoid the	closure of	static structures; reading a text in Barthesian terms...	H8V.s1208
station lane.	... letter of 20th February regarding the forthcoming road	closure of	Station Lane.	HPK.s646
station lane.	... your letter of 10th February concerning the temporary	closure of	Station Lane.	HPK.s636
staveley sheds, a local class 04 trundles down from...	With only eight months to go before the	closure of	Staveley sheds, a local class 04 trundles down from...	AMR.s242
strathclyde outdoor centres worsened yesterday when an...	THE ROW over the	closure of	Strathclyde outdoor centres worsened yesterday when an...	K5M.s4765
street conveniences and their replacement with...	Then there 's the general	closure of	street conveniences and their replacement with...	EFG.s605
suez to israeli shipping in 1956 and 1967 provoked...	By way of contrast, the	closure of	Suez to Israeli shipping in 1956 and 1967 provoked...	EF3.s1049
sunderland ship builders, the refusal to allow camel...	Instead, we 're seeing the cynical deliberate	closure of	Sunderland ship builders, the refusal to allow Camel...	HLX.s23
sutures in the vertebral column and partial fusion of...	Despite its small size,	closure of	sutures in the vertebral column and partial fusion of...	CRM.s7534
swan hunter 's, the government has finally agreed to...	He added: " Following the	closure of	Swan Hunter 's, the government has finally agreed to...	K4E.s491
the 70-bed unit for two months last year.	... to mass resignations among the nursing staff and the	closure of	the 70-bed unit for two months last year.	B73.s369
the abingdon brewery and upto a hundred job losses...	A successful takeover will mean the	closure of	the Abingdon brewery and upto a hundred job losses...	K1R.s2406
the accident and emergency department ".	... " unanimous " that there is " no alternative to the	closure of	the accident and emergency department ".	A2A.s396
the affected reactors.	... below an acceptable level and calls for the immediate	closure of	the affected reactors.	J3G.s455
the air passage and suddenly removing the obstruction...	Plosive Formed by complete	closure of	the air passage and suddenly removing the obstruction...	H0Y.s1342
the airport because of smoke pollution.	... into a forced stop of eight days, due to the	closure of	the airport because of smoke pollution.	G33.s2507
the american office was a temporary set-back;...	The	closure of	the American office was a temporary set-back;...	FNX.s1079
the antiquarian business in bristol was part of this...	The	closure of	the antiquarian business in Bristol was part of this...	FSW.s224
the arrow to form a triangle transforms it into a...		Closure of	the arrow to form a triangle transforms it into a...	ADX.s631
the arun navigation in 1888.	... been before construction of this waterway, until the	closure of	the Arun Navigation in 1888.	A79.s1220
the assamaka border post to foreign tourists as of...	The Ministry of the Interior ordered the indefinite	closure of	the Assamaka border post to foreign tourists as of...	HLG.s285
the asylums " the answer was still being sought in...	... community hospitals/nursing homes to enable the	closure of	the asylums " The answer was still being sought in...	CS7.s265
the asylums has been dominated by unseemly public...	The story of the growth of community care and the	closure of	the asylums has been dominated by unseemly public...	FYW.s401
the bank and had contributed to an unprecedented...	The scandal had already caused the	closure of	the bank and had contributed to an unprecedented...	HLT.s529
the bank in october 1991, and to the establishment of...	The resulting public outcry led to the	closure of	the bank in October 1991, and to the establishment of...	HLH.s554
the bank of credit and commerce international.	... to debate the momentous consequences of the	closure of	the Bank of Credit and Commerce International.	HHW.s2473
the bank of credit and commerce international; and if...	... if he has had any further discussions concerning the	closure of	the Bank of Credit and Commerce International; and if...	HHV.s4980
the bart 's renal unit would extinguish anthony monti...		CLOSURE of	the Bart 's renal unit would extinguish Anthony Monti...	CEK.s7547
the base should be spread over three years in order to...	... the US and Philippine governments agreed that the	closure of	the base should be spread over three years in order to...	HLE.s1314
the base, which included a strategically important air...	He saw the	closure of	the base, which included a strategically important air...	HKX.s2366
the bat works in liverpool ) signed by loads of labour...	... publication of an altogether different motion ( about	closure of	the BAT works in Liverpool ) signed by loads of Labour...	A8Y.s148
the belfast/liverpool ferry service.	The only negative feature of the year 's trade was the	closure of	the Belfast/Liverpool ferry service.	AMH.s474
the bilbao brewery, the establishment of central...	... Unión Cervecera has progressed during 1992 with the	closure of	the Bilbao brewery, the establishment of central...	HU7.s160
the bitter end, which featured legends like bob dylan...	... with All Shook Up, is trying to raise cash to stop the	closure of	The Bitter End, which featured legends like Bob Dylan...	CH1.s7191
the blade runners ice arena in milton keynes spread,...	As news of the	closure of	the Blade Runners Ice Arena in Milton Keynes spread,...	K1L.s99
the bohunice power plant, warning that evacuation of...	The commission has called for the	closure of	the Bohunice power plant, warning that evacuation of...	J2Y.s545
the book in 1916.	... occasional case of antenuptial fornication up to the	closure of	the book in 1916.	FTT.s1511
the border with east germany.	... denied yesterday that Prague had insisted on the	closure of	the border with East Germany.	A2X.s361
the branch line in 1957, the b.e.m.u. went home to...	Upon	closure of	the branch line in 1957, the B.E.M.U. went home to...	CJ6.s276
the bridge did not make good economic sense for the...	The	closure of	the bridge did not make good economic sense for the...	BN2.s895
the british national party headquarters?	... at noon in Plumstead High street to demand the	closure of	the British National party headquarters?	HHV.s20987
the british steel plant, and an associated rise to...	... ( Northants ), for example, received a zone after the	closure of	the British Steel plant, and an associated rise to...	B1U.s1098
the british-controlled company, following reports that...	... the company 's workers were protesting at the possible	closure of	the British-controlled company, following reports that...	HKX.s2670
the building for a month.	... in 1991–2, up on the previous year despite the	closure of	the building for a month.	K4W.s10442
the cadiz house; but when the siege was abandoned...	... Cadiz by the French between 1810 and 1812 led to the	closure of	the Cadiz house; but when the siege was abandoned...	GTC.s634
the cambrian coast line, from machynlleth to pwllheli.	... of shipworm on the Barmouth viaduct nearly forced the	closure of	the Cambrian Coast Line, from Machynlleth to Pwllheli.	B7G.s615
the camell laird shipyard.	... factories and warehouses in Liverpool to offset the	closure of	the Camell Laird shipyard.	CBC.s15177
the canals during the two world wars suggesting that...	There was general acquiescence in the	closure of	the Canals during the two world wars suggesting that...	EF3.s1046
the cardio-	... would be an incredible act of vandalism to propose the	closure of	the cardio-	HJ4.s8700
the case?	What happens if the new solicitor also recommends	closure of	the case?	HLW.s374
the catavi and siglo xx mines in bolivia and the...	... town NI 197 ) in which she seemed to be be-moaning the	closure of	the Catavi and Siglo XX mines in Bolivia and the...	HH3.s8952
the centre in april 1979 and the closure of the three...	... bitter dispute in Hillingdon which culminated in the	closure of	the centre in April 1979 and the closure of the three...	GVH.s435
the centre means that anti-poaching patrols have...	The	closure of	the centre means that anti-poaching patrols have...	J3E.s139
the chernobyl power plant in the ukraine.	Preparation is underway for the	closure of	the Chernobyl power plant in the Ukraine.	J37.s477
the city 's domestic and international airports.	... of ash and grit sufficient to cause the temporary	closure of	the city 's domestic and international airports.	HL9.s1520
the city 's main indie venue, the barrel organ.	... Birmingham 's live music scene, following the recent	closure of	the city 's main indie venue, The Barrel Organ.	CAE.s106
the click-lock type the force necessary to try to undo...	If this happens with a child resistant	closure of	the click-lock type the force necessary to try to undo...	FSY.s1687
the colliery and removal of sidings etc.	... area which is changing out of all recognition since	closure of	the colliery and removal of sidings etc.	AMR.s265
the colliery in question has been due to heavy losses...	I understand that the	closure of	the colliery in question has been due to heavy losses...	HHW.s12343
the company 's larger shepherd 's bush studio.	... join G-B, but Balcon 's departure was followed by the	closure of	the company 's larger Shepherd 's Bush Studio.	A7L.s607
the company 's new street depot in edinburgh and the...	This arrangement had resulted from the	closure of	the company 's New Street depot in Edinburgh and the...	HD2.s1639
the company feared more losses in the near future.	... task of cutting jobs in an attempt to avoid the total	closure of	the company feared more losses in the near future.	K5D.s4
the contract against the defaulting party.	... to pay the daily loss results in default and the	closure of	the contract against the defaulting party.	HNL.s1613
the corporate wardrobe and the selling off of the...	MORE than 12 months after the	closure of	the Corporate Wardrobe and the selling off of the...	GXA.s553
the cortonwood mine in south yorkshire.	The trigger for the strike was the	closure of	the Cortonwood mine in South Yorkshire.	G1H.s141
the country 's largest oil refinery in an effort to...	The Mexican government has ordered the	closure of	the country 's largest oil refinery in an effort to...	J2U.s452
the country 's largest oil refinery, responsible for...	... Mexican government on March 18 ordered the immediate	closure of	the country 's largest oil refinery, responsible for...	HL5.s849
the country 's only university yesterday after a day...	... )— The Zimbabwean government ordered the indefinite	closure of	the country 's only university yesterday after a day...	A2M.s19
the covent garden market in central london.	... for Ashton to respond to the sadness attending the	closure of	the Covent Garden Market in central London.	A12.s1136
the coventry colliery at keresely with the loss of...	[ That this House condemns British Coal for its	closure of	the Coventry Colliery at Keresely with the loss of...	HHW.s12337
the ctc plant."	... regrettable incident happened in the run-up to the	closure of	the CTC plant."	K9G.s23
the dagenham foundry which signalled the end of...	... was pressed home by rationalization, specifically the	closure of	the Dagenham foundry which signalled the end of...	FA8.s739
the dardanelles, when closing the straits between the...	... should promise the Turks assistance in return for the	closure of	the Dardanelles, when closing the straits between the...	HY7.s304
the debate.	... the bill automatically falls unless we can move the	closure of	the debate.	JP7.s612
