SORTED	LEFT	MATCH	RIGHT	ID
beaten by soriyono of indonesia 	... <,> uh failed to make it to the uh next uh stage as uh	he was	beaten by Soriyono of Indonesia [.] So bukas po we 'll resum...	ICE-PHL:S2A-018:75:1:B
beaten only in the long jump by hall, who had won both...	...l as the 120 yards Hurdles for the second year in a row. [.]	He was	beaten only in the Long Jump by Hall, who had won both...	ICE-JAM:W2B-009:52:1
beaten six and three quarters behind to each his own 	Saddle slipped forward in the run last start [.]	He was	beaten six and three quarters behind To Each His Own [.] So ...	ICE-HKG:S2A-001:13:1:B
beaten there by the trengganu defender zabri mohammud...	...ganu defence defeats one two three but not the third man [.]	He was	beaten there by the Trengganu defender Zabri Mohammud...	ICE-SGP:S2A-004:83:1:A
beaten up by the attacker almost immediately after he...	...<,> [.] the old man contradicts this his evidence shows that	he was	beaten up by the attacker almost immediately after he...	ICE-NZL:S2A-064:86:1:C
bed-ridden but was full of his usual good cheer and...	...e then here, left for Pune the day after and we met him. [.]	He was	bed-ridden but was full of his usual good cheer and...	ICE-IND:W1B-001:77:1
beginning to doubt whether it was worth the effort to...	... - still, he would give it a determined try, though now	he was	beginning to doubt whether it was worth the effort to...	ICE-SGP:W2F-017:10:1
beheaded 	...sed to publish orders to persecute local Christians #,,# [.]	He was	beheaded [.] After his burial miracle cures started to occur...	ICE-GBR:S2B-027:41:1:A
behind a box 	...ly um they actually had a go at qantas over that [.] because	he was	behind a box [.] mm	ICE-NZL:S1A-082:195:1:J
being accused of grandstanding on the pay issue given...	...stify them. [.] However, he said he could not understand why	he was	being accused of grandstanding on the pay issue given...	ICE-NZL:W2C-012:80:4
being an astute politician 	...<?>er er</?> er you</[<#></{#> you have inferred that [.] er	he was	being an astute politician [.] he knew how to get pakeha sup...	ICE-NZL:S1B-029:53:1:W
being asked <}> <=> he was being corrected</=></}> <?>...	... fact that he was being asked to conform to rules <,>	he was	being asked <}> <=> he was being corrected</=></}> <?>...	ICE-JAM:S2A-069:26:1:A
being asked to conform to rules <,> he was being asked...	... aggressor the protest nurses he detested the fact that	he was	being asked to conform to rules <,> he was being asked...	ICE-JAM:S2A-069:26:1:A
being contradictory in saying that he wanted to be...	... , ex-general manager of China Light and Power , denied	he was	being contradictory in saying that he wanted to be...	ICE-HKG:W2C-003:71:5
being corrected</=></}> <?> that day</?> my lord 	... to conform to rules <,> he was being asked <}> <=>	he was	being corrected</=></}> <?> that day</?> My Lord [.] We invi...	ICE-JAM:S2A-069:26:1:A
being cross-examined that they that's the workmen...	... told me a little later in his evidence which was when	he was	being cross-examined that they that's the workmen...	ICE-GBR:S2A-067:138:1:A
being detained without explanation 	... anger about being watched by the police round the clock [.]	He was	being detained without explanation [.] His release coincided...	ICE-HKG:S2B-014:11:1:A
being discriminated against <,> that the claimant's...	... the claimant <?> has a</?> preconceived notion and	he was	being discriminated against <,> that the claimant's...	ICE-JAM:S2A-069:5:1:A
being discriminated against and that caused him to...	...eat [.] My Lord the claimants had a preconceived belief that	he was	being discriminated against and that caused him to...	ICE-JAM:S2A-069:28:1:A
being discriminated against caused him to react more...	...criminate against the claimant [.] His unfounded belief that	he was	being discriminated against caused him to react more...	ICE-JAM:S2A-069:33:1:A
being discriminated against which caused him to react...	... for violence and his preconceived notion that	he was	being discriminated against which caused him to react...	ICE-JAM:S2A-069:5:1:A
being dismissed with effect from today 	... on two thirds salary and last week he was informed	he was	being dismissed with effect from today [.] Garda O'Shea said...	ICE-IRL:S2B-018:G
being followed. 	... while he was driving so that he could check easily if	he was	being followed. [.] Both parties left in different direction...	ICE-SGP:W2C-013:47:3
being forced by his " hands " to do things he do n't...	...es desperately to avoid. [.] Yet it is evident that although	he was	being forced by his " hands " to do things he do n't...	ICE-PHL:W1A-015:44:1
being hard-hearted. 	I cannot do anything for you". [.] The old man knew	he was	being hard-hearted. [.] But what else could he do, he told h...	ICE-SGP:W2B-005:147:1
being honest. 	...ook a bite of toast and egg. [.] A VA'S GUT feeling told her	he was	being honest. [.]  " I am not pleased to know you have betra...	ICE-JAM:W2F-010:27:1
being interviewed <,> and he kept on and kept on...	What [.]	He was	being interviewed <,> and he kept on and kept on...	ICE-IRL:S1A-073:B
being interviewed in kilkenny garda station. 	...nnabis [.] A MAN tried to eat a piece of cannabis resin when	he was	being interviewed in Kilkenny Garda Station. [.] Shane Ryan,...	ICE-IRL:W2C-0151:B
being ironic and provocative. 	... Bank chief economist Lawrence Summers, who now claims	he was	being ironic and provocative. [.] There were calls for his r...	ICE-USA:W2E-004:43:1
being looked on upon 	... a half and half ghetto <,> the claimant perceived that	he was	being looked on upon [.] He said that he had <?> absolved</?...	ICE-JAM:S2A-069:29:1:A
being made a scapegoat for the faceless people of the...	...id had the prior knowledge of the Special Branch [.] He said	he was	being made a scapegoat for the faceless people of the...	ICE-IRL:S2B-005:I
being pressured by basualdo and he ran it on just too...	...ivanov found space again on the edge of the penalty area [.]	He was	being pressured by Basualdo and he ran it on just too...	ICE-GBR:S2A-010:102:1:A
being pressured well by andrei chernishkov at the back 	But he's run it on too far that time [.]	He was	being pressured well by Andrei Chernishkov at the back [.] A...	ICE-GBR:S2A-010:73:1:A
being prevented from leaving 	...</?> <,,> [.] the child had wanted to leave <,> with him and	he was	being prevented from leaving [.] <?>and he</?> was very reas...	ICE-NZL:S2A-069:163:1:C
being pulled but he got way clean<,> and uhm his...	<{> <[> Well</[> Contact made [.] In fact	he was	being pulled but he got way clean<,> and uhm his...	ICE-JAM:S2A-009:X302:1:A
being pushed and pulled and that he pushed hannah away...	...t was accidental <,,> [.] when he gave evidence he said that	he was	being pushed and pulled and that he pushed hannah away...	ICE-NZL:S2A-070:102:1:J
being ridiculous and <?> thought</?> to know how <?>...	... need to work on your jokes you know<{#><[#><,></[<#> [.] So	he was	being ridiculous and <?> thought</?> to know how <?>...	ICE-JAM:S1A-031:164:1:A
being sacrificed is evident from his last letters . 	... , they could discover Gladio . " [.] That Moro felt certain	he was	being sacrificed is evident from his last letters . [.] More...	ICE-GBR:W2C-010:36:1
being sandbagged because of the of the random comments...	... half-jokingly saying before the program began that	he was	being sandbagged because of the of the random comments...	ICE-PHL:S1B-024:24:1:A
being sick 	<[>me and tawhai</[></{> [.] yeah	he was	being sick [.] #...# </[>	ICE-NZL:S1A-011:37:1:U
being silly because nothing was going to happen to him. 	... would remember him and miss him, but I told him that	he was	being silly because nothing was going to happen to him. [.] ...	ICE-USA:W1A-001:71:1
being singled out for this bad treatment. 	...ly international magazines for some months. [.] He felt that	he was	being singled out for this bad treatment. [.] I would like t...	ICE-JAM:W1B-029:118:7
being tested in some way 	it was like some kind of #,,# test [.] He obviously felt	he was	being tested in some way [.] Oh and that's right and then we...	ICE-GBR:S1A-037:17:1:B
belfast born and bred himself, but the old man wore a...	...: We 're in the country yet. [.] Drew tried telling him that	he was	Belfast born and bred himself, but the old man wore a...	ICE-IRL:W2F-005:A
believed to have committed suicide <,> 	...ear-old boy plunged to his death in Lam Tin this morning [.]	He was	believed to have committed suicide <,> [.] And the governmen...	ICE-HKG:S2B-007:68:1:A
best known for his campaign to legalise ganja but he...	...in the true and broad sense of the term<,> [.] And of course	he was	best known for his campaign to legalise ganja but he...	ICE-JAM:S2B-021:73:1:A
better off where he was , keeping a low profile . 	... door shouting out that he was a bloody murderer , but	he was	better off where he was , keeping a low profile . [.] " Well...	ICE-GBR:W2F-001:50:1
better than us and probably would 've felt more...	...as thought he was in league with the bosses. [.] He believed	he was	better than us and probably would 've felt more...	ICE-NZL:W2F-008:114:1
between 20 and 25 , under six foot , of medium build...	... jogger could be just a friend - or the killer himself . [.]	He was	between 20 and 25 , under six foot , of medium build...	ICE-GBR:W2C-020:85:4
between lunchtime on june the twelfth and two days ago...	... to hear from anyone who can help them find out where	he was	between lunchtime on June the twelfth and two days ago...	ICE-IRL:S2B-004:A
beyond talking and uh finally i gave up talking to him...	... case uhm I used to try and talk it with my husband and	he was	beyond talking and uh finally I gave up talking to him...	ICE-SGP:S1B-023:80:1:A
biased against my client he thought my client was a...	... in that neighbourhood</=></}> because he was biased	he was	biased against my client he thought my client was a...	ICE-JAM:S2A-070:14:1:A
biased he was biased against my client he thought my...	... was now living in that neighbourhood</=></}> because	he was	biased he was biased against my client he thought my...	ICE-JAM:S2A-070:14:1:A
bigger and taller than the hundreds of school children...	...t skater darted close to him at the far end of the rink. [.]	He was	bigger and taller than the hundreds of school children...	ICE-CAN:W2F-011:102:1
bisexual 	... all these you know women in the picture to kind of say	he was	bisexual [.] I mean if you know maybe there was no term for ...	ICE-IRL:S1B-003:D
bitter enough to take money from bob. 	... no food in the house, the babies were hungry et cetera. [.]	He was	bitter enough to take money from Bob. [.] I never offered hi...	ICE-JAM:W2F-007:15:1
black and white 	<[> He was </[> </{> [.]	He was	black and white [.] <{> <[> He 'd a black patch on one eye <...	ICE-IRL:S1A-048:A
black<,,> and almost certainly african<,,> 	... village in Westmoreland Jamaica<,> which means that	he was	black<,,> and almost certainly African<,,> [.] He was a desc...	ICE-JAM:S2B-021:16:1:A
blasãâ© slightly blasãâ© 	Uhm [.] But that sounds as if he had uh	he was	blasÃÂ© slightly blasÃÂ© [.] #..# #...# #...# #..# #,,#	ICE-GBR:S1A-020:127:1:C
bleeding with bandaged feet <,> 	... police said the man was in fair condition although	he was	bleeding with bandaged feet <,> [.] Searchers fear the two s...	ICE-PHL:S2B-015:48:2:A
bleeding. 	...ry sore. [.] It was scratched and bruised and he sensed that	he was	bleeding. [.] He sank back on to the rock and ran his finger...	ICE-NZL:W2F-015:373:2
bleeding. 	He felt the numb chord of pain as he touched his skin. [.]	He was	bleeding. [.] God was testing him.	ICE-NZL:W2F-015:376:2
blocked 	...i goalkeeper Said Ruddin Adress [.] Under such circumstances	he was	blocked [.] His view was blocked	ICE-SGP:S2A-010:110:1:A
blocked 	Not being able to get that one [.]	He was	blocked [.] You know Kazakhov is quite a big quite a tall uh...	ICE-PHL:S2A-019:69:1:B
blocked at the alleyway by another lot of guys who...	...as well #,,# with the guys who were then chasing him [.] And	he was	blocked at the alleyway by another lot of guys who...	ICE-GBR:S2A-050:164:2:A
blocking the gap in mr mcsorley's hedge #..# 	...ld n't really have been [.] The only reason he was there was	he was	blocking the gap in Mr McSorley's hedge #..# [.] There has b...	ICE-IRL:S2A-064:C
bloody lucky 	no [.]	he was	bloody lucky [.] he he did n't even know it was there you kn...	ICE-NZL:S1A-033:101:1:A
booed as he entered the court <,> booed as he left the...	...even tougher crowd in the stands at Jarry Tennis Stadium [.]	He was	booed as he entered the court <,> booed as he left the...	ICE-CAN:S2B-017:126:4:D
bored or lonely, and often wondered how they were...	...th them in his wallet. [.] He took out the pictures whenever	he was	bored or lonely, and often wondered how they were...	ICE-SGP:W2B-005:119:1
boring #..# 	...rly wanted to see him #,,# [.] Especially when I was younger	he was	boring #..# [.] Ah he used to look after me sometimes	ICE-GBR:S1A-072:163:1:B
boring although i i do n't because he knows him i do...	... 've told Albie this guy I was telling you about that	he was	boring although I I do n't because he knows him I do...	ICE-GBR:S1A-091:55:1:B
boring as well #...# 	Uhm #,,# [.] #..# even though I said	he was	boring as well #...# [.] Oh god	ICE-GBR:S1A-091:124:1:B
born 	... he will pay the rate of a small baby based on the year	he was	born [.] So that 's a tremendous cost-saving you see and it ...	ICE-SGP:S1B-071:13:1:A
born 	...n the creche</[> [.] that 's what i did last year <,> before	he was	born [.] so i think i could go and put my name down for that...	ICE-NZL:S1A-071:10:1:K
born 	...there [.] And uh he 's so <,> some street in Kells <,> where	he was	born [.] And where 'd you where 'd you did you meet the miss...	ICE-IRL:S1A-055:B
born 	He is twelve now [.] Been with the regiment since	he was	born [.] Comes from Fife	ICE-GBR:S2A-011:59:1:A
born after it 	they were born before the great war [.]	he was	born after it [.] baxter's parents moreover were non conform...	ICE-NZL:S2B-031:56:2:K
born again 	Bush [.] And then	he was	born again [.] <}> <=> Alcoholic</=></}> and on cocaine	ICE-JAM:S1A-010:143:1:C
born and has n't stopped) and this is causing a small...	... phase (actually he started when	he was	born and has n't stopped) and this is causing a small...	ICE-NZL:W1B-014:48:2
born and has played internationally with a multitude...	... Cornell has been playing for New Zealand since before	he was	born and has played internationally with a multitude...	ICE-NZL:W2D-015:4:1
born and was never heard from again. 	... had come and placed him in her arms shortly after	he was	born and was never heard from again. [.] Dev's father, Ma Lo...	ICE-JAM:W2F-005:41:1
born here i do n't know uhm i do n't think they will...	Huh why [.] Because	he was	born here I do n't know uhm I do n't think they will...	ICE-HKG:S1A-003:X716:1:Z
born here. 	He knew every step of this land, be it light or dark. [.]	He was	born here. [.] Jane Ann considered the dishes.	ICE-NZL:W2F-012:54:1
born in 1911 , at a time when origami meant little...	...is the single most important paper-folder in the world . [.]	He was	born in 1911 , at a time when origami meant little...	ICE-GBR:W2D-019:12:1
born in a nipa hut into a family that tilled less than...	... where a man 's worth was measured by his poverty	he was	born in a nipa hut into a family that tilled less than...	ICE-PHL:S2B-021:5:1:A
born in china but he 's studied in the states 	He 's not from China is it [.] I think	he was	born in China but he 's studied in the States [.] Oh that 's...	ICE-SGP:S1A-033:204:1:B
born in germany. 	He pauses. [.] "	He was	born in Germany. [.] #...# When there 's an unpopular judici...	ICE-NZL:W2B-019:172:1
born in nineteen forty-four 	...gainst nature<,> and against the colonial government<,,> [.]	He was	born in nineteen forty-four [.] For almost two decades befor...	ICE-JAM:S2B-021:18:1:A
born in nineteen oh two 	He is an American artist [.]	He was	born in nineteen oh two [.] He painted this in nineteen sixt...	ICE-CAN:S2A-030:48:1:A
born on the second of october <,> which also happens...	... <,> I was struck by a strange coincidence <,,> that	he was	born on the second of October <,> which also happens...	ICE-IND:S2B-025:42:1:A
born rich so he is used to that sort of thing #,,# 	...'t matter [.] Anyway that George Bush is a nice guy #,,# and	he was	born rich so he is used to that sort of thing #,,# [.] And w...	ICE-GBR:S2B-021:16:1:A
born that resulted in total and permanent paralysis. 	...lbert has been a little unlucky. [.] There was a mishap when	he was	born that resulted in total and permanent paralysis. [.] But...	ICE-NZL:W1A-009:3:1
born to a wealthy landlord <,> 		He was	born to a wealthy landlord <,> [.] He got good education <,>...	ICE-IND:S1B-042:1:1:A
born up there but his father moved a lot 	...[>north</[> [.] <[>yeah</[></{> <.>he</.> he 's um <,,> #..#	he was	born up there but his father moved a lot [.] oh right	ICE-NZL:S1A-067:299:1:S
born with a golden spoon in his mouth. 	...es of golden sands. [.] A fifth generation Chew from Fukian,	he was	born with a golden spoon in his mouth. [.] He did not count ...	ICE-SGP:W2B-018:15:1
born you see that that is the whole concept you see...	... rate here of a newborn infant backdated to the year	he was	born you see that that is the whole concept you see...	ICE-SGP:S1B-071:X123:1:A
born! 	...ly questions by any girl before. [.] Where was Monolina when	he was	born! [.] Subhro said, Remember that poem by Rabindranath?	ICE-IND:W2F-006:91:1
born. 	... - tell him his weight at birth and how he looked when	he was	born. [.] Tell him how you felt about that tiny " squealing ...	ICE-SGP:W2D-020:15:1
born. 	...ay I was like his mother. [.] She lived in Cahirciveen where	he was	born. [.] My grandfather, who was in the RIC died young and ...	ICE-IRL:W2F-014:A
born." 	... me it 's Tom Eichelbaum and nobody would know where	he was	born." [.] He pauses.	ICE-NZL:W2B-019:170:1
both <}><+>voluble</+></}> and informative. 	...uch better than I had hoped, [.] we spoke for 45 minutes and	he was	both <}><+>voluble</+></}> and informative. [.] I had been w...	ICE-NZL:W1B-014:8:1
both intelligent and industrious . 	...rivations of the 1940s under the Attlee government . [.] But	he was	both intelligent and industrious . [.] One of his principal ...	ICE-GBR:W2B-015:86:1
bothered 	... it did n't bother him <,> did n't want people to know	he was	bothered [.] But afterwards he said that it was because the ...	ICE-CAN:S1B-039:34:1:B
bound there sitting on the floor 	Uh-huh [.] And	he was	bound there sitting on the floor [.] Uh-huh	ICE-PHL:S1A-078:260:1:B
boxing and kicking off those sounds and those feet...	... to a tree and said 'Root' . He had not given up though. [.]	He was	boxing and kicking off those sounds and those feet...	ICE-JAM:W2F-003:91:1
branded as white simply because [ he] was told to be...	... elementary school in Louisiana, Guo discovered that	he " was	branded as white simply because [ he] was told to be...	ICE-USA:W1A-012:51:1
breaking his mouth in for an idiot. brady spat into...	...the flowers, Peter Hugh ... " [.] It had to be a stranger or	he was	breaking his mouth in for an idiot. Brady spat into...	ICE-IRL:W2F-010:A
breathing <,> 	Ah <,> [.]	He was	breathing <,> [.] Ah <,>	ICE-IND:S1A-093:202:1:A
breathing he was still alive; every breath was a...	...t of her voice and the fact of his breathing. [.] As long as	he was	breathing he was still alive; every breath was a...	ICE-NZL:W2F-006:89:1
briefed on anti-smuggling efforts #...# 	... of the day was the Marine North Divisional Base where	he was	briefed on anti-smuggling efforts #...# [.] The Governor did...	ICE-HKG:S2B-003:83:2:A
brilliant 	...st <{><[>actor</[> [.] <[>i think</[></{> they must have cos	he was	brilliant [.] #...#	ICE-NZL:S1A-001:138:1:F
brilliant 	And how long did he stay for [.]	He was	brilliant [.] He was <,> <.> wha </.> how long	ICE-IRL:S1A-031:B
brilliant at that one 	...Peppers ones <{#> <[#> and </[<#> U2 's one they did [.] But	he was	brilliant at that one [.] <{#> <[#> But the first band was <...	ICE-IRL:S1A-068:C
brilliant in that part 	... with somebody really really good in that part [.] I thought	he was	brilliant in that part [.] I really did	ICE-IRL:S1A-018:A
brilliant in that part </[> 	I really did [.] I really thought <{> <[>	he was	brilliant in that part </[> [.] <[> He did it totally </[> <...	ICE-IRL:S1A-018:A
bringing me back from rangi point. 	...been a good few weeks ago now. [.] Pene, my grandson-in-law,	he was	bringing me back from Rangi Point. [.] And this taniwha of t...	ICE-NZL:W2F-005:129:1
bringing shit in 	...f boots out of him gloves from the fire brigade you know [.]	he was	bringing shit in [.] here these 'll fit you yeah fuck yeah	ICE-NZL:S1A-054:159:1:D
broad and without a single hair on his head . 	...k on his singular appearance . [.] He was almost as short as	he was	broad and without a single hair on his head . [.] As if to m...	ICE-GBR:W2F-013:49:1
broken too <,,> 	oh he fucked off down the road [.]	he was	broken too <,,> [.] <[>just cos trevor was n't there</[></{>...	ICE-NZL:S1A-054:188:1:D
brought #...# up by his mother, satkar kaur almost as...	... from the rural background of Mandi Talwandi village,	he was	brought #...# up by his mother, Satkar Kaur almost as...	ICE-IND:W2F-018:159:1
brought down he was touched but i thought he could...	He comes for the ball [.] Well	he was	brought down he was touched but I thought he could...	ICE-JAM:S2A-009:X120:1:Z
brought on stretcher by by by members of the public...	... I just wanted to uh show these two lines only <,> that	he was	brought on stretcher by by by members of the public...	ICE-IND:S2A-063:208:1:A
brought to the home, his beard, long, filthy and...	...ime [.] An elderly woman told the Gleaner that earlier, when	he was	brought to the home, his beard, long, filthy and...	ICE-JAM:W2C-013:13:1
brought to you 	... you and what was your observation of this patient when	he was	brought to you [.] I do n't recall very clearly but I do n't...	ICE-SGP:S1B-068:111:1:A
brought to you and what was your observation of this...	Was he looking normal or was he excited [.]	He was	brought to you and what was your observation of this...	ICE-SGP:S1B-068:111:1:A
brought to you how did he appear to you 	...you pay attention to the appearance of this patient [.] When	he was	brought to you how did he appear to you [.] In other words w...	ICE-SGP:S1B-068:107:1:A
brought up <,,> within the premises of the palace <,,> 	... see that is somebody <,,> [.] Shailender <,> #...# life <,>	he was	brought up <,,> within the premises of the palace <,,> [.] G...	ICE-IND:S2A-043:5:1:A
brought up <,> he started earning very early <,> at...	... soul <,> he was <,> treated or or he was atleast	he was	brought up <,> he started earning very early <,> at...	ICE-IND:S1A-069:144:1:B
brought up according to the demands of his class and...	... the upper wealthy bourgeoisie class [.] We can surmise then	he was	brought up according to the demands of his class and...	ICE-PHL:S2B-045:21:1:A
brought up in that manner that uh <,> you know <,> in...	...arted earning very early <,> at early age <,> [.] So I think	he was	brought up in that manner that uh <,> you know <,> in...	ICE-IND:S1A-069:145:1:B
brought up in the states 	i <{><[>do n't</[> think so [.]	he was	brought up in the states [.] <[>no</[></{>	ICE-NZL:S1A-051:95:1:G
brought up on burnt toast 	They have everything [.] Well	he was	brought up on burnt toast [.] You should #..# in India	ICE-GBR:S1A-056:141:2:A
brought up on the lap of luxury <,> that was one...	... two extremes <,,> one we refer to from first term when	he was	brought up on the lap of luxury <,> that was one...	ICE-IND:S2A-043:82:1:A
bruised and famished; and brought news titoko would...	Demon was sighted climbing uphill toward noon. [.]	He was	bruised and famished; and brought news Titoko would...	ICE-NZL:W2F-002:74:1
brutally tortured and murdered 	... <,> responsible for guarding Shidane Arone the night	he was	brutally tortured and murdered [.] For pleading guilty <,> B...	ICE-CAN:S2B-011:20:1:C
bumped <,,> 	... Jarret Zukiwsky with not a real clever play there as	he was	bumped <,,> [.] Actually <?> I think he </?> was bumped by J...	ICE-CAN:S2A-005:208:1:A
bumped no call 	... 's not Omiping out to Tubid Tubid a long two pointer	he was	bumped no call [.] U E with the ball now it 's Jomalesa ahea...	ICE-PHL:S2A-008:
bumptious that he had a a head full of headlines when...	... the page top of the second column it's alleged that	he was	bumptious that he had a a head full of headlines when...	ICE-GBR:S2A-064:64:2:A
buried here on the grounds of firefly 	... the time they got here he already died [.] Three days later	he was	buried here on the grounds of Firefly [.] So in his changing...	ICE-JAM:S2A-057:X122:1:A
busy </[> </{> the whole day 	<[> Uh busy </[> [.] <[>	He was	busy </[> </{> the whole day [.] Uhm	ICE-HKG:S1A-045:X115:1:Z
busy and he cannot be available on horse horse-racing...	Sorry he was saying he was [.]	He was	busy and he cannot be available on horse horse-racing...	ICE-HKG:S1B-063:589:4:A
busy asking questions about her, and telling her...	He hardly ate that first time. [.]	He was	busy asking questions about her, and telling her...	ICE-PHL:W2F-008:71:1
busy at a board meeting. 	...ly dropped in on Subhro in his office one day. [.] As usual,	he was	busy at a board meeting. [.] Had it been anyone else, Subhro...	ICE-IND:W2F-006:199:1
busy horse race for horse racing and things <?> like...	...not co-operative [.] By saying that some <,,> by saying that	he was	busy horse race for horse racing and things <?> like...	ICE-HKG:S1B-063:587:4:A
busy mixing various herbal powders in different boxes...	... of chronic diseases for a fee of Rs five per person,	he was	busy mixing various herbal powders in different boxes...	ICE-IND:W2C-006:8:1
busy, he would only go as far as the 6th, mostly to...	...te up and down the dunes, jumping over Kitty's River. [.] If	he was	busy, he would only go as far as the 6th, mostly to...	ICE-IRL:W2F-014:A
but i think he was alluded to 	...t to see if his father's name was mentioned [.] do n't think	he was	but i think he was alluded to [.] i 've read those books but...	ICE-NZL:S1A-062:314:1:C
buttonholed by philipp podsiadlowski of cambridge...	... content of certain X-ray-emitting star pairs--when	he was	buttonholed by Philipp Podsiadlowski of Cambridge...	ICE-USA:W2B-028:5:1
by nature a loner and seldom made friends. 	...es and products. [.] But Abel was content with his life, for	he was	by nature a loner and seldom made friends. [.] His immediate...	ICE-PHL:W2F-010:48:1
by the trail when they passed. 	... shack while his father was still asleep to make sure	he was	by the trail when they passed. [.]  " Come, Gene.	ICE-PHL:W2F-010:105:1
called 's-eyed three ' because he was the third child...	...graph of him , given to me by one of my sisters-in-law . [.]	He was	called 's-eyed Three ' because he was the third child...	ICE-HKG:W2F-020:106:2
called by the defendants #,,# 	... said about this #,,# in the course of his evidence #,,# [.]	He was	called by the defendants #,,# [.] He said	ICE-GBR:S2A-067:114:1:A
called in by detective inspector liam coen 	... Garda Station on April the fourteenth this year when	he was	called in by Detective Inspector Liam Coen [.] Inspector Coe...	ICE-IRL:S2B-018:G
called in the macrocosm outside . 	...nown as ' Old Master ' . [.] They gave little though to what	he was	called in the macrocosm outside . [.] One concubine claimed ...	ICE-HKG:W2F-020:143:2
called over by a man who then pulled him into a...	... home near Clifton Street and Wolseley Avenue when	he was	called over by a man who then pulled him into a...	ICE-CAN:W2C-015:66:4
called to the governor's uh wing in uh crumlin road...	... me about uhm <,> this extraordinary episode when uh	he was	called to the governor's uh wing in uh Crumlin Road...	ICE-IRL:S1B-048:B
calling <@> mindy </@> to say that he was n't coming 	Ya but she did n't get him going [.]	He was	calling <@> Mindy </@> to say that he was n't coming [.] Eve...	ICE-CAN:S1A-067:168:1:B
calling upon the head of <}> <- > the uhm uh the</->...	...# </[></{> [.] He said that the deal is being worked out and	he was	calling upon the head of <}> <- > the uhm uh the</->...	ICE-JAM:S1A-091:160:1:A
calm uh she was calm 	...h uhm [.] And so after that uhm the wife was kind of mad but	he was	calm uh she was calm [.] Yeah	ICE-PHL:S1A-078:274:1:B
came back to convalesce 	... hospital <,> uh uh uh after an operation like <,> and	he was	came back to convalesce [.] And he had a walking stick and h...	ICE-IRL:S1A-005:B
campaigning for the election 	... a bomb hidden in flowers in a town near madras where	he was	campaigning for the election [.] there have been killings ar...	ICE-NZL:S2B-006:27:2:H
campbell tearing down for the single#..# 	... there between the two and Richards standing where	he was	Campbell tearing down for the single#..# [.] Yes uh someone ...	ICE-JAM:S2A-004:43:2:A
caned on his very first day at school and throughout...	...the change. [.] Mr Maurice Williamson (Nat - Pakuranga) said	he was	caned on his very first day at school and throughout...	ICE-NZL:W2C-017:37:2
capable of becoming a devastating opening bowler. 	... had shaken off their slumbers, he was satisfied that	he was	capable of becoming a devastating opening bowler. [.] And hi...	ICE-JAM:W2B-009:25:1
capable of forming. 	'I choose life,' Art said. [.] It was the only thought	he was	capable of forming. [.] Everything else was swirled away int...	ICE-NZL:W2F-006:126:1
capable of understanding them"  ; herbert hovenkamp...	... a man to entertain new ideas, and it may be doubted if	he was	capable of understanding them"  ; Herbert Hovenkamp...	ICE-IRL:W2A-003:A
capped now <,> 	... to share a quote from er one of dylan's songs after	he was	capped now <,> [.] this is one place where the university go...	ICE-NZL:S1B-042:135:1:J
captured by <.>roger</.> roger douglas for the first...	...ing a flashback feeling [.] it 's it's it 's like lange when	he was	captured by <.>roger</.> roger douglas for the first...	ICE-NZL:S1B-033:197:1:B
captured on sept. 6, 1900. 	... he retreated farther north to Palanan, Isabela, where	he was	captured on Sept. 6, 1900. [.] But Aguinaldo 's capture did ...	ICE-PHL:W2E-001:25:1
careful not to push his erection into her the way the...	... loved dancing with him, his hands were dry and firm,	he was	careful not to push his erection into her the way the...	ICE-NZL:W2F-013:138:1
caressing the manual. 	... experts at Litton, " because when I came back	he was	caressing the manual. [.] I thought he was about to have som...	ICE-CAN:W2B-033:79:3
carrying #...# 	... and what did Ah Shing do with the bag of money that	he was	carrying #...# [.] They put it away by his side	ICE-HKG:S1B-070:377:1:A
carrying a large digging fork and a spade balanced on...	...built man in khaki work clothes came out on to the road. [.]	He was	carrying a large digging fork and a spade balanced on...	ICE-JAM:W2F-008:113:1
carrying an injury today as well 	I thought he was retired [.]	He was	carrying an injury today as well [.] It was funny today Joel...	ICE-IRL:S1A-022:C
carrying and ran off into the bushes crying. 	...und for a stick. [.] The slave dropped the bag of dead birds	he was	carrying and ran off into the bushes crying. [.]  'The blast...	ICE-JAM:W2F-002:54:1
carrying closer, he opened the basket and lifted out...	...e of the tree stump and sighed. [.] Pulling the rattan pouch	he was	carrying closer, he opened the basket and lifted out...	ICE-PHL:W2F-010:101:1
carrying flowers and wine once a large water color...	...d handsome and charming and apparently well-heeled. [.] Once	he was	carrying flowers and wine once a large water color...	ICE-USA:W2F-002:70:1
carrying letters <,,> 	...that <,,> ? [.] With the fortunes <,> of the persons to whom	he was	carrying letters <,,> [.] What do you mean by that <,> ?	ICE-IND:S1B-018:69:1:A
carrying letters <,> 	... up <,> with the fortunes of the persons <,> to whom	he was	carrying letters <,> [.] At Number Thirteen <,> Kabir Street...	ICE-IND:S1B-018:39:1:A
carrying on the business on on <,,> he was carrying on...	...tated Sir <,> I will just point out  #...# [.] He said I was	he was	carrying on the business on on <,,> he was carrying on...	ICE-IND:S2A-063:160:1:A
carrying on the business on pavement  #...#  pavement...	... said I was he was carrying on the business on on <,,>	he was	carrying on the business on pavement  #...#  pavement...	ICE-IND:S2A-063:160:1:A
