SORTED	LEFT	MATCH	RIGHT	ID
	...erhaps even to call in for Lunch on the Sunday 24th May. [.]	We are	due to refurbish all our bedrooms this summer, may I...	ICE-IRL:W1B-023:K
	...es <{> <[> uh as well <,> so we are </[> not exceptional [.]	We are	not exceptional [.] <[> So this is so this is really </[> </...	ICE-HKG:S1B-044:84:1:A
	...es strong and borders and governments cannot change that [.]	We are	all in this together and should act as one single...	ICE-CAN:S2B-029:73:1:B
	...essed in the computer and then updated uh in the network [.]	We are	getting all the <.> in </.> uh information and data as...	ICE-HKG:S2B-041:42:1:A
	...est in participating in the Taiwan Travel Mission 1994 . [.]	We are	pleased to confirm your participation and your hotel...	ICE-HKG:W1B-028:243:13
	...et me introduce myself and uh what we are here for today [.]	We are	we will have a talk uhm [.] We will have a talk uhm with you...	ICE-SGP:S2A-046:2:1:A
	...etter under reference above and have noted the contents. [.]	We are	not in a position to consider any request for stockist...	ICE-IND:W1B-016:120:1
	...etwork is that it was done exclusively by UWI personnel. [.]	We are	very familiar with the common feeling that only...	ICE-JAM:W2B-035:8:1
	...ever they are and whatever the priority there may be <,> [.]	We are	going to <,> reflect on the size and the shape and the...	ICE-IND:S1B-026:9:1:A
	...excellent testimonial to the efficacy of our lubricants. [.]	We are	always pleased to hear of such experiences especially...	ICE-NZL:W1B-030:61:4
	...existence of uh nuclear weapons <{> <[> so what </[> [.] <[>	We are	developing </[> </{> that capability [.] Our Department of N...	ICE-PHL:S1B-060:96:1:A
	...export must be much more greater than the <,> import <,> [.]	We are	given several concession for the import <,> [.] We are givin...	ICE-IND:S1B-053:77:2:B
	...f Shakti Singh <,,> at uh sixty-one point seven two <,,> [.]	We are	watching the start of the women's three hundred metres...	ICE-IND:S2A-013:95:1:A
	...f Terrigal has got a poster of the hotel and facilities. [.]	We are	collecting posters from different properties to be...	ICE-SGP:W1B-017:22:1
	...f our " American Summer " promotion on July 2nd , 1991 . [.]	We are	particularly excited to be able to launch our two week...	ICE-HKG:W1B-027:11:1
	...f product next year we are going to expand into new line [.]	We are	going to have uhm colours for ladies lipstick eye...	ICE-HKG:S2A-058:62:1:A
	...family and orders can be more reliable ( in that order). [.]	We are	still a long way before we have precise names for many...	ICE-SGP:W2B-022:114:2
	...find baby sitters so we can go downtown on Friday night. [.]	We are	giddy with freedom while our beautiful babies sleep. [.] We ...	ICE-CAN:W2F-019:153:1
	...force as recession sweeps the European chemical giants. [.] "	We are	struggling to maintain profitability in the middle of...	ICE-IRL:W2C-008:A
	...fourth the new IBM laser printer series forty thirtynine [.]	We are	announcing four new models today namely the forty...	ICE-SGP:S2A-037:11:1:A
	...from <@> Kenny Mulder </@> with C J A D Skywatch Traffic [.]	We are	back [.] You 're listening to the <@> Timmy Shoemaker </@> t...	ICE-CAN:S1B-029:61:2:A
	...from technology innovation from companies such as Cisco. [.]	We are	confident that Cisco is a company that is built to...	ICE-USA:W1B-021:98:1
	...g abuse in the discos and the nightclubs over the border [.]	We are	we has we have #..# <.> s </.> smuggling in Hong Kong [.] Ca...	ICE-HKG:S2A-045:34:1:A
	...g day, which happened the day after you left, was great. [.]	We are	a new team, and making history by being the first...	ICE-NZL:W1B-011:103:3
	...g hefty provision for the industries so we are badly hit [.]	We are	badly hit [.] So you know we are not spared lah	ICE-SGP:S1B-077:91:1:B
	...g it tries to build on the experience gained earlier <,> [.]	We are	starting against the backdrop of <,> very significant...	ICE-IND:S1B-026:45:1:B
	...g that very few of us if any had on our computers before [.]	We are	putting it more on our age of drivers in relation to...	ICE-JAM:S1B-044:68:1:B
	...g the addresses of some 60,000 out of our 70,000 alumni. [.]	We are	still determined to find the missing alumni. [.] We seek you...	ICE-SGP:W1B-025:156:6
	...g with the disruption does n't <}><+>enthral</+></}> me! [.]	We are	having a strange autumn - a mixture of mild, still,...	ICE-NZL:W1B-005:106:3
	...ged actually as a result of the Lyceum opening next door [.]	We are	programming the two theatres together and the idea is...	ICE-GBR:S1B-050:12:1:B
	...got time to write rather than a rushed note at bed time. [.]	We are	on the ferry to Prince Rupert just north of an indian...	ICE-NZL:W1B-003:82:1
	...great ideological divide , he would quote his mother : [.] "	We are	upright , [.] we do n't have a tilt . "	ICE-GBR:W2B-011:34:1
	...h remoteness - in time, and in space to a lesser degree. [.]	We are	uncertain about what will be viewed as valuable in the...	ICE-NZL:W2A-018:147:1
	...h was written at the insistence of <@> Ben Mcleod </@> . [.]	We are	both familiar with the ferocity with which he can make...	ICE-CAN:W1B-021:45:2
	...h we 're <}> <+> going to </+> </}> have fun this winter [.]	We are	[.] Yes we 're going into the winter with a new attitide I '...	ICE-CAN:S1A-085:150:1:A
	...h we 're at with Community Employment and various others [.]	We are	feeling our way but I <,> we 're very clear in the way...	ICE-IRL:S2A-068:A
	...h, now, and we 're very happy with them, thank goodness. [.]	We are	now turning our attention to the kitchen - [.] it has been t...	ICE-NZL:W1B-005:103:3
	...had the benefit of #..# the visit from prince edward <,> [.]	we are	really a saturday sunday country when we feel happy [.] and ...	ICE-NZL:S1B-055:48:1:W
	...hat man creates his own human nature and human fraility. [.]	We are	free individuals and this freedom condemns us to make...	ICE-PHL:W1A-014:37:1
	...hat we are back here in three years without an agreement [.]	We are	flexible we would want to see your proposal on the...	ICE-JAM:S1B-078:X30:1:A
	...have been paid out to 8,844 families of insured members. [.]	We are	pleased to extend the DPS cover to you. [.] You can use the ...	ICE-SGP:W1B-030:27:2
	...he Commission or Century Communications, as appropriate. [.]	We are	very conscious that it is now just ten weeks to 1st...	ICE-IRL:W1B-025:E
	...he containment of cost of living for single digit levels [.]	We are	not opposed to that#..# [.] The only difference as my presen...	ICE-JAM:S1B-054:2:1:A
	...he countries in the pacific that we have to compete with [.]	we are	not internationally competitive [.] if you look at the suici...	ICE-NZL:S1B-055:105:1:W
	...he hearts of millions of viewers throughout the world. [.] "	We are	in the digital world. [.] What was once impossible is now po...	ICE-SGP:W2B-033:75:1
	...he one percent decade because of the low growth rate. [.]  "	We are	very rich, but we do n't know how to use our money, "...	ICE-PHL:W2B-011:44:1
	...he province and the party centre agreed on the issue . [.] "	We are	determined not to have any U-turn of policy in the...	ICE-HKG:W2C-002:102:6
	...he simple present for the sake of the simple present <,> [.]	We are	saying that there are certain things activities which...	ICE-IND:S2A-034:101:1:A
	...he staff before, during or after the screening exercise. [.]	We are	advised to report to MOE if the service provider does...	ICE-SGP:W2D-008:86:2
	...he world because of the very same man who had caused it. [.]	We are	cowards, we have always been. [.] Yes, indeed, you do n't pr...	ICE-PHL:W2F-015:209:1
	...her group of people are going towards the Diu Yu Islands [.]	We are	proud to see their patriotic action continued [.] However an...	ICE-HKG:S2B-024:30:1:A
	...her than the grim looks they 've shown for three days. [.] "	We are	a long way from any final arrangements but we have...	ICE-CAN:W2C-006:33:3
	...her, she is so despondent about life without her mother. [.]	We are	off to Rotorua this weekend to see <@>Gerry</@>, but...	ICE-NZL:W1B-008:30:1
	...here is no " good " in the market with a negative price. [.]	We are	also not talking about the possible complications with...	ICE-PHL:W2B-017:111:2
	...hi <,> has also condemned Mr Rajiv Gandhi's killing <,,> [.]	We are	facing one of the worst tragedies of our national life...	ICE-IND:S2B-020:58:1:D
	...hich is set to execute five more criminals on Friday. [.]  "	We are	waiting for the go-signal from the President. [.] We have to...	ICE-PHL:W2C-016:43:3
	...his is what we are talking about the system in Singapore [.]	We are	lucky that we have a political system based on a tried...	ICE-SGP:S2B-047:115:1:A
	...his provision <{#> <[#> in the in the </[<#> uh the oath [.]	We are	giving a bracket power <{#> <[#> to Beijing </[<#> we...	ICE-HKG:S1B-034:157:1:B
	...holelithiasis pyclonephritis and hepatic abscess abscess [.]	We are	also ruling out peptic ulcer disease as well as acute...	ICE-PHL:S1B-079:8:1:A
	...hope to build up a professional aid centre for consumers [.]	We are	still at the very early stage of developing the One...	ICE-HKG:S2B-039:67:1:A
	...housand per month <,> but but we are not asking for that [.]	We are	simply asking that there ought to be a mechanism...	ICE-HKG:S1B-042:21:1:B
	...house building started by Prime Minister P.J. Patterson. [.]	We are	in need of a cement factory and a steel fabricating...	ICE-JAM:W1B-021:98:5
	...ht to submit our views to the Independent Commission <,> [.]	We are	prepared to accept whatever recommendation the...	ICE-HKG:S1B-042:36:1:B
	...ibes the pressure this has created on regional economies [.]	We are	therefore confronted by the enormous pressures on our...	ICE-JAM:S2B-017:X92:1:Z
	...icted only hard times ahead for the German superstar . [.] "	We are	not afraid of Graf anymore , " she said . [.] " We go out to...	ICE-GBR:W2C-014:93:4
	...ides information and service concerning your membership. [.]	We are	available to answer questions any member may have...	ICE-CAN:W2D-007:55:1
	...ighth plan going to be different from the past plans <,> [.]	We are	going to discuss I think <,> the main thrusts <,> of...	ICE-IND:S1B-026:8:1:A
	...ill in the process of dismantling what we had inherited. [.]	We are	trying to usher in a society in which violence of...	ICE-IND:W1A-005:25:1
	...important issue is that we can give them some books <,,> [.]	We are	going to collect funds <,> you see [.] <[> Uhn </[> </{>	ICE-IND:S1B-075:132:1:A
	...important thing is to emphasize that we are a city state [.]	We are	not a nation in a sense of a nation having lots of...	ICE-SGP:S1B-033:19:1:B
	...in development to the Philippines and to this conference [.]	We are	honored to host this meeting the Philippines that is...	ICE-PHL:S2B-049:4:1:A
	...ince she is stabbed it is going to be full of blood <,,> [.]	We are	trying to <,,> book him <,> and therefore the blood on...	ICE-IND:S2A-068:182:1:A
	...indirectly it means that we are getting that much income [.]	We are	not <,,> uh paying <,> cash <,> but because we are...	ICE-IND:S2A-036:36:1:A
	...inent from our #...# <,,> to change with continuity <,,> [.]	We are	proud of our past <,,> and have duplicit faith in the...	ICE-IND:S1B-057:50:1:B
	...ing summer in a Roman Catholic service in New Brunswick. [.]	We are	very pleased to hear of the celebrations planned and...	ICE-CAN:W1B-020:58:4
	...ing the kalutang to make sure he does n't lose his soul. [.]	We are	using this image to show how the Filipino academic,...	ICE-PHL:W2A-006:80:1
	...ing, to our crab mentality, to our penchant for anarchy. [.]	We are	an independent-minded and free-spirited people. [.] So free-...	ICE-PHL:W2B-010:31:1
	...instead the alphabet and the fairy tales of other lands. [.]	We are	brothers in features and skin, but in nothing else. [.] We s...	ICE-PHL:W2B-009:30:1
	...ion since they remain blissfully unaware of the problem. [.]	We are	of course concerned at your experience and, quite...	ICE-NZL:W1B-030:5:1
	...ion<,> to advance the welfare of the whole human race<,> [.]	We are	no ordinary people<,> [.] So God went to India and he <}> <=...	ICE-JAM:S2B-032:29:1:A
	...ions ( Churches) that are Roman, not Israeli, in origin. [.]	We are	economically controlled by the I.M.F. ( A branch of...	ICE-JAM:W1B-023:84:5
	...is hitting Hong Kong severely at the most difficult time [.]	We are	now facing a huge budget deficit for the past year [.] The F...	ICE-HKG:S2B-038:44:1:A
	...is let us be very clear that the stakes <,> are high <,> [.]	We are	talking about whether or not Canada will continue to...	ICE-CAN:S2B-025:15:1:A
	...is only one fifth of Australia's GDP <&> US$395 billion) [.]	We are	not in the same class [.] After all we are only three millio...	ICE-SGP:S2B-022:146:1:A
	...ise cultural entertainment at their hotels on ship days. [.]	We are	willing to take cruise-ship passengers to the shows so...	ICE-JAM:W1B-027:117:8
	...ist Ah Lone in order to get some " innovative " design ! [.]	We are	looking forward to that ... [.] C U !	ICE-HKG:W1B-011:136:7
	...istentialism tells us that God already planned our life. [.]	We are	free and if we are free, we are free to choose. [.] How can ...	ICE-PHL:W1A-014:90:1
	...ivilege uh speech entitled The Challenge to Tuition Fees [.]	We are	one with you Mr uh President in your uh <,> criticisms...	ICE-PHL:S1B-055:92:1:C
	...k as if the worst is over yet for American companies . [.] "	We are	not seeing any reduction in the amount of downgrading...	ICE-GBR:W2C-013:61:3
	...ke in disciplinary as well as interdisciplinary studies. [.]	We are	still struggling with this see-saw effect in which the...	ICE-USA:W2A-009:34:1
	...l attachment to the nation and their sense of rootedness [.]	We are	proud of our country [.] We are proud of what we have achiev...	ICE-SGP:S2B-034:52:1:A
	...l continue to exist as we know it <,> albeit with change [.]	We are	talking about holding onto and strengthening a nation...	ICE-CAN:S2B-025:16:1:A
	...l experts on this Agreement requiring our sound judgment [.]	We are	at a time of relative peace we are not a country at war [.] ...	ICE-PHL:S2B-034:21:1:A
	...l the details of what we should bring out with us etc. - [.]	We are	expecting you to meet us at the airport by the way - [.] I c...	ICE-IRL:W1B-003:A
	...l use their imagination and offer a Morphée pillow slip. [.]	We are	20 enthusiastic students from Le College <@>...	ICE-CAN:W2C-011:102:7
	...lation and implementation of important policy proposals. [.]	We are	now in the implementation phase of educational change...	ICE-IRL:W2D-006:A
	...ld destroy the interior decoration of all the premises . [.]	We are	now carrying out regular bi-monthly water test and...	ICE-HKG:W1B-019:298:17
	...lding, we are stepping in the new academic year 1997-98. [.]	We are	really proud of it. [.] This was possible for us only with y...	ICE-IND:W1B-022:101:1
	...lease call us anytime if you want to talk or just visit. [.]	We are	here for you at all times. [.] I remember feeling quite alon...	ICE-CAN:W1B-006:146:8
	...lephone conversation regarding the captioned on 3.5.94 . [.]	We are	pleased to advise that the calculation of the premium...	ICE-HKG:W1B-028:21:3
	...lity we bonded in common purpose and common action #...# [.]	We are	firm in our #...# we are firm in our common position [.] We ...	ICE-PHL:S2B-023:31:1:A
	...loan because we were told there is no money and so forth [.]	We are	willing to consider and it has to be written down in a...	ICE-JAM:S1B-078:X23:1:A
	...lready Malaysia Malaysia too 'no around thirteen hundred [.]	We are	lagging far far behind [.] In nineteen sixty-two we were onl...	ICE-PHL:S2A-046:68:1:A
	...ls gravely concerned about maintaining a high standard. [.] "	We are	going to be squeezed into a situation of cutting staff...	ICE-NZL:W2C-011:114:6
	...lub building your incident is the first we are aware of. [.]	We are	sorry that it had to be you! ! [.] I will certainly make men...	ICE-NZL:W1B-025:58:5
	...ly in that sense <,> that we 're actually in God's hands [.]	We are	His creation <,> His beloved [.] And humour's you know <,> i...	ICE-IRL:S2A-049:A
	...m because in existentialism, existence preceded essence. [.]	We are	all created equal and it is up to us to find our own...	ICE-PHL:W1A-014:115:2
	...m distributor network that covers a lot of the countries [.]	We are	the nineteenth largest PC software companies in States [.] U...	ICE-SGP:S2A-055:41:1:A
	...me for professional reflection on all the ramifications. [.]	We are	therefore calling on the University Council to rescind...	ICE-JAM:W1B-020:60:3
	...men who are doing their best in building our nation <,,> [.]	We are	approaching twenty-first century <,> and twenty-first...	ICE-IND:S1B-057:13:1:A
	...mestic we have built a very good lifestyle for ourselves [.]	We are	good infrastructural people No reason why we should...	ICE-SGP:S1B-033:18:1:B
	...most sincerely for your generous support of our Council. [.]	We are	entirely dependent on the support of our local...	ICE-NZL:W1B-021:137:14
	...mputational and graphics work through to its conclusion. [.]	We are	very appreciative of their efforts and abilities. [.] We als...	ICE-CAN:W2A-013:39:1
	...n <,> by any objective criteria <,> a history of failure [.]	We are	proposing to entrench in the constitution of Canada a...	ICE-CAN:S2B-022:35:1:A
	...n as classification principle which is unique in Rotary. [.]	We are	Celebrating October as a  " Vocational Month"  . [.] As stat...	ICE-IND:W1B-013:139:1
	...n but what is being judged is not just President Estrada [.]	We are	now putting ourselves before the bar of history [.] We are p...	ICE-PHL:S2A-065:27:3:A
	...n despite repeated inquiries to the Ministry of Health . [.]	We are	worried that it is a beginning of an epidemic , " he...	ICE-HKG:W2B-022:99:2
	...n forces with the downstream users of steel products. [.]  "	We are	their clients and we should work together to develop...	ICE-PHL:W2C-005:85:5
	...n resource is not planned <,> developed and utilised <,> [.]	We are	always thinking of the economics money <,> material...	ICE-IND:S1B-042:193:1:B
	...n terms of productivity in the field and in the practice [.]	We are	confident that with the cooperation of the farmers and...	ICE-JAM:S1B-058:15:1:A
	...n the self-addressed stamped envelope by 15th June 1991. [.]	We are	pleased to inform you that in connection with this...	ICE-SGP:W1B-021:17:1
	...n't need something like this in Florida," said Chavez. [.] "	We are	talking about basic human rights. [.] We are not in the Gest...	ICE-USA:W2B-006:90:1
	...nal between India and Australia is <,,> taking place <,> [.]	We are	<,,> with you <,,> when the third over is taking place...	ICE-IND:S2A-016:128:2:B
	...nation state can no longer be accepted as a natural unit [.]	We are	beginning to investigate the ideological and political...	ICE-JAM:S2B-046:
	...nce to understand the business goals of the customer . [.] "	We are	only offering the value-based outsourcing model to a...	ICE-HKG:W2B-033:121:4
	...nd approx. 2% of cables missing within various cartons . [.]	We are	now under 100% sorting and will inform you the actual...	ICE-HKG:W1B-020:140:8
	...nd on the basis of it he has suggested bipass procedure. [.]	We are	now exploring the possibilities #..# <}> <+> regarding...	ICE-IND:W1B-005:152:2
	...nd provincial representatives, to study Senate reform. [.] "	We are	going to have a reformed Senate," he said confidently. [.] E...	ICE-CAN:W2C-006:56:3
	...nd the world had expressed <,,> their indignation <,,> [.] "	We are	filled with indignation <,,> over the appaling and...	ICE-IND:S2A-006:89:1:A
	...nd this is what I am doing now for the entire government [.]	We are	integrating process and action more sharply [.] We are meeti...	ICE-PHL:S2B-049:85:1:A
	...ndian and African stock on the one hand and Europeans<,> [.]	We are	in fact mainly African<,> and Indian with a tiny...	ICE-JAM:S2A-023:37:1:A
	...ng from this flat in the next week to something cheaper. [.]	We are	saving to buy a house so we have to first give up the...	ICE-JAM:W1B-001:109:8
	...ng people today than we were doing twenty years ago #,,# [.]	We are	training more of our young people but we are not...	ICE-GBR:S2A-031:15:1:A
	...nment reduce the additional tax<,> by ninety per cent<,> [.]	We are	<,> deciding on a reduction of the increase<,> by fifty...	ICE-JAM:S1B-056:43:2:B
	...nstitutions with strong local traditions," Worth said. [.] "	We are	confident that Norwest, one of the nation 's most...	ICE-USA:W2C-018:45:2
	...nterest in eco-tourism we will also do very well in that [.]	We are	home to Canoe Valley which is the only place left in...	ICE-JAM:S1A-049:31:2:A
	...o contribute part of our official development assistance [.]	We are	committed in the programme for government to increase...	ICE-IRL:S2B-050:A
	...o familiar with and hence I write to you to seek solace. [.]	We are	planning a Seminar here in Calcutta on the 30th Sep...	ICE-IND:W1B-012:67:1
	...o the off <,> number seven returns seventy-seven dollars [.]	We are	heading to a break [.] We 'll be back to #..# <,,>	ICE-HKG:S2A-002:112:1:A
	...o them I should like to express our sincere appreciation [.]	We are	fortunate in being able to assemble a very...	ICE-HKG:S2B-048:107:2:A
	...oducers, theatre folk, painters and sculptors there are. [.]	We are	not told how much foreign exchange the entertainment...	ICE-JAM:W2E-002:71:2
	...of Brobdingnag or any other kingdom as an utopian model. [.]	We are	constantly reminded that the kingdoms of the first...	ICE-SGP:W1A-004:68:2
	...of pupils in Northern Ireland and perhaps further afield [.]	We are	fortunate that the quality of entrants to the teaching...	ICE-IRL:S2B-042:A
	...og on I have " miss you " messages from my new fiancee . [.]	We are	saving money to get married , buy our own place and...	ICE-HKG:W2B-034:27:1
	...oice out their discontent on government proposed reforms [.]	We are	now being described as a city of protest [.] In a sense peac...	ICE-HKG:S2B-035:65:2:A
	...old now, a fragile soul whose hair has greyed like mine. [.]	We are	mere shells of what we once were, but he has not...	ICE-PHL:W2F-007:7:1
	...olonies with school, shopping, facilities, hospital etc. [.]	We are	willing to invest in viable housing schemes but they...	ICE-IND:W2C-019:118:1
	...on in relief efforts for the South Asia tsunami victims. [.]	We are	truly proud to be a part of a strong culture of giving...	ICE-USA:W1B-021:82:1
	...on to the child 's interest in relating to other humans. [.]	We are	, as Greenberg and Mitchell12 explain, essentially...	ICE-USA:W2A-015:28:1
	...oners of the larger regions they find themselves in <,,> [.]	We are	not the first people to notice this <,,> [.] This has been n...	ICE-CAN:S2A-035:100:1
	...ones that we propose to submit to the Special Committee. [.]	We are	hoping that you will join us in this undertaking which...	ICE-PHL:W1B-030:56:2
	...onourable gentleman to use the full weight of his office [.]	We are	getting tired of a cosmetic approach an oversanguine...	ICE-GBR:S1B-056:88:1:F
	...onstitution ought to include #,,# political parties #,,# [.]	We are	asking about [.] They 're not government #,,# but they play ...	ICE-GBR:S1B-011:48:1:A
	...opy each of Forms PD 1141/92 and PD 1142/92 is enclosed. [.]	We are	at present looking into the other types of leave that...	ICE-SGP:W2D-006:158:7
	...or-general David Dore said as Skate Canada concluded. [.]  "	We are	solid in our television, in our rinkboards and...	ICE-CAN:W2D-018:132:3
	...ore will help Indonesia within the limits of our ability [.]	We are	a small economy [.] Our GDP <&> US$82 billion </&> is a mere...	ICE-SGP:S2B-022:143:1:A
	...osition to harness the potentials of a knowledge economy [.]	We are	a small country prone to natural disasters whose land...	ICE-PHL:S2B-046:31:1:A
	...oth Flat because that was closest to the road, he said. [.] "	We are	going to log so we may as well get in and do it," he...	ICE-NZL:W2C-016:24:1
	...ou 've had a mild winter so far, so I hope it continues! [.]	We are	starting to have lots of company again ... [.] Just got over...	ICE-CAN:W1B-014:53:2
	...oughtful commentary and a number of helpful suggestions. [.]	We are	very grateful to them, and to Richard Teleky, managing...	ICE-CAN:W2A-013:46:1
	...ould even say that we are the epitome of xenocentricity. [.]	We are	said to be the full embodiment of the colonial...	ICE-PHL:W1A-007:41:2
	...ould not be taken because of the exigency of the service [.]	We are	introducing this under the overall vacation leave it...	ICE-JAM:S1B-079:X72:1:A
	...ouring to ensure that a theatre is provided in the city. [.]	We are	now taking the next step as we would like to see the...	ICE-IRL:W2C-018:A
	...ourself for anything that happens between Soh Mui and I. [.]	We are	responsible to each other for our friendship; you are...	ICE-SGP:W1B-001:34:1
	...ous dangerous Trojan Horse links with the Irish Republic [.]	We are	offered institutions with a sinister dynamism [.] We are off...	ICE-IRL:S2B-045:A
	...overnment not considering subsidising more for education [.]	We are	so bogged down with the fear of our national reserve...	ICE-SGP:S1B-051:30:1:A
	...ovided over four hundred new study bedrooms for students [.]	We are	proud of this new accommodation <,> and I am pleased...	ICE-IRL:S2B-042:A
	...ow <,> this is what we call the literary use of language [.]	We are	using the words but we are making it <,> I mean we are...	ICE-HKG:S1B-019:256:1:A
	...ow cut is callaloo, or greens as they prefer to call it. [.]	We are	full of beans. [.] The world may know it as kidney beans but...	ICE-JAM:W2D-011:6:1
	...ow the effects on it of a habitually low energy intake . [.]	We are	currently engaged in measuring these rates in...	ICE-GBR:W2A-024:25:1
	...own to two hundred lah you know within twenty-four hours [.]	We are	looking at a maybe a restructured payment say maybe...	ICE-SGP:S1B-077:49:1:B
	...pectations of ageing will change, ageism will disappear. [.]	We are	demonstrating that leisure can be just as, if not...	ICE-NZL:W2B-016:79:2
	...people presenting themselves for the Liberal leadership. [.]	We are	speaking here not of the fringe runners but the three...	ICE-CAN:W2E-003:86:3
	...phasis <,> on maternal and child health area you see <,> [.]	We are	<,> just about to launch <,> a very <,> important...	ICE-IND:S1B-028:78:1:C
	...phets the heroes and the heroines of our faith before us [.]	We are	in good company when we are excluded and hated and...	ICE-JAM:S2B-034:105:2:A
	...ple of his early, found his rhythm and hit some daggers. [.]	We are	a tough team to scout because you do n't know who you...	ICE-PHL:W2C-011:56:3
	...ply because eighteen ninety-seven is his centennial year [.]	We are	celebrating <.> Boni </.> we 're not supposed to...	ICE-PHL:S2A-034:6:1:A
	...price increases which are dictated by global markets. [.]  "	We are	telling the oil firms that while there is nothing...	ICE-PHL:W2C-014:71:4
	...public opinion, that is absolutely ludicrous and untrue. [.]	We are	human beings, we read the papers, listen #...# to the...	ICE-NZL:W2B-019:101:1
	...r <,> oil within the country and outside the country <,> [.]	We are	going to be exploring and getting <,> trying to...	ICE-IND:S1B-055:40:1:B
	...r Windows has won most major <,> awards since it shipped [.]	We are	especially proud of the latest major review we won <,>...	ICE-HKG:S2A-022:98:2:A
	...r continuous period of at least two consecutive quarters [.]	We are	scarcely in such a situation <,> [.] In the first quarter of...	ICE-HKG:S1B-054:103:1:C
	...r dated August 22nd , 1991 regarding the above subject . [.]	We are	delighted to contribute a prize of three room nights...	ICE-HKG:W1B-027:50:3
	...r one are slower because of the Lunar New Year holiday . [.]	We are	seeing the impact on home computer buyers because they...	ICE-HKG:W2B-040:89:4
	...r ship holding ship management and ship financing centre [.]	We are	taking a series of measures to ensure that the system...	ICE-HKG:S2B-050:57:1:A
	...raft may please be debited to our Savings A/C No. 17050. [.]	We are	enclosing herewith Photo copies of ( 1) order form for...	ICE-IND:W1B-028:218:1
	...re competing along this line that is the essential thing [.]	We are	flexible we ca n't explore anything until we have it...	ICE-JAM:S1B-078:X18:1:A
	...re not interested in grammar for the sake of grammar <,> [.]	We are	not interested in rules for the sake of rules <,> [.] We are...	ICE-IND:S2A-034:21:1:A
	...re producing forty percent of the national sugarcane <,> [.]	We are	producing the forty percent total of the national...	ICE-IND:S1B-053:51:2:B
	...re still being moved around there 's still re-deployment [.]	We are	taking in new officers we are taking in new you know...	ICE-PHL:S1A-085:45:1:B
	...rejoice because it is on account of Jesus that we suffer [.]	We are	being persecuted on account of the Son of Man when we...	ICE-JAM:S2B-034:92:2:A
	...rents were still concerned about it after the election. [.] "	We are	not going to make a knee-jerk reaction to it," he said. [.] ...	ICE-NZL:W2C-017:61:2
	...res , we were given the contracts for Okinawa and Guam . [.]	We are	now the largest custom tailors in Hong Kong . [.] Our 900 ta...	ICE-HKG:W2B-002:42:1
	...resident's scholars are considered in the eyes of digits [.]	We are	digits this is what happen in Singapore and you must...	ICE-SGP:S2A-022:51:1:A
	...retirement earnings test have affected this publication. [.]	We are	revising it to reflect the provisions of the new law. [.] In...	ICE-USA:W2D-006:3:1
	...retirement earnings test have affected this publication. [.]	We are	revising it to reflect the provisions of the new law. [.] In...	ICE-USA:W2D-007:3:1
	...risk is high among addicts who share needles with others [.]	We are	only at the beginning of the epidemic so we ca n't...	ICE-HKG:S2B-004:X59:1:Z
	...rk of the council and or the committee is uh jeopardized [.]	We are	amenable to uh an amendment [.] As a matter of fact the comm...	ICE-PHL:S1B-053:64:1:B
	...rk you made is that you are not negotiating that is that [.]	We are	negotiating then with some unseen force [.] Obviously if you...	ICE-JAM:S1B-074:X66:1:A
	...rman we lost uh various safe seat uh on Hong Kong Island [.]	We are	still looking for <,> uh replacement uh uh for...	ICE-HKG:S1B-033:22:1:B
	...rn Suzuki from the Environmental Children's Organization [.]	We are	a small group of twelve year olds from Canada who are...	ICE-CAN:S2B-029:52:1:B
	...rom your Mechanical & Production Engineering Department. [.]	We are	sure that he would be most glad to give us a reference. [.] ...	ICE-SGP:W1B-028:131:6
	...rred for repairs may be recovered from the transgressor. [.]	We are	pleased to welcome cordially all visitors and...	ICE-JAM:W2B-032:X27:1
	...rst time and I do n't know if we have to do that as well [.]	We are	willing to go through the rituals if necessary but you...	ICE-JAM:S1B-075:39:1:A
	...running after the same <,> cultural <,> uh identity <,,> [.]	We are	running after that that uh that same cultural identity [.] I...	ICE-IND:S1A-005:51:1:A
	...ry about Concert FM interest in the Contemporary Series. [.]	We are	in no position to make a financial commitment but...	ICE-NZL:W1B-020:104:10
	...ry and that a date was not yet set for work to begin. [.]  "	We are	trying to avoid a situation in which the vendors could...	ICE-JAM:W2C-001:62:3
	...ry aspect about Adam Smith's diatribe that is loathsome. [.]	We are	repulsed by the mesmerised stranglehold that...	ICE-NZL:W2B-014:126:1
	...ry brings into this country over the past several years. [.]	We are	not told how many are employed directly and indirectly. [.] ...	ICE-JAM:W2E-002:72:2
	...s <,> who exchange their ethics and ideals for money <,> [.]	We are	aware of many cases of bribery and forgery <,> [.] Our atten...	ICE-IND:S2B-040:16:1:A
	...s and arenas rising as testimony to cities coming of age [.]	We are	perhaps the lone exception and ironically that 's...	ICE-HKG:S2B-033:93:2:A
	...s as teachers what kind of examples have we set for them [.]	We are	supposed to impart knowledge to them to guide them to...	ICE-HKG:S2B-036:109:2:A
	...s have yet offered me sex having viewed my broad sinews. [.]	We are	settling in nicely into 17. [.] The house has survived <}> <...	ICE-IRL:W1B-006:A
	...s in all of the five countries represented in the study. [.]	We are	happy to be able to acknowledge publicly our gratitude...	ICE-CAN:W2A-013:21:1
